"cargo","ciudad","link","empresa","fpublicacion"
"Administrativo de Servicio (Sector oriente)","Las Condes","http://www.trabajando.cl/empleos/ofertas/2690076/Administrativo_de_Servicio_Sector_oriente.html","Importante empresa del rubro combustible","31-08-2015"
"Encargado de Calidad","Colina","http://www.trabajando.cl/empleos/ofertas/2668759/Encargado_de_Calidad.html","Importante Empresa","20-08-2015"
"Jefe de Estación de Servicio (Sector oriente)","Las Condes","http://www.trabajando.cl/empleos/ofertas/2690055/Jefe_de_Estacion_de_Servicio_Sector_oriente.html","Importante empresa del rubro combustible","31-08-2015"
"Auxiliar de mantención","Antofagasta","http://www.trabajando.cl/empleos/ofertas/2635396/Auxiliar_de_mantencion.html","Falabella Antofagasta","27-07-2015"
"Técnico  Eléctrico (Concón)","Concón","http://www.trabajando.cl/empleos/ofertas/2681354/Tecnico_Electrico_Concon.html","Manpower EST","31-08-2015"
"Cajero Polifuncional - Vitacura","Vitacura","http://www.trabajando.cl/empleos/ofertas/2390150/Cajero_Polifuncional_Vitacura.html","SMU","31-08-2015"
"Cajero (a) Recepcionista para Providencia","Providencia","http://www.trabajando.cl/empleos/ofertas/2502740/Cajero_a_Recepcionista_para_Providencia.html","Integramedica","06-08-2015"
"Tecnicos electricos, concon (proyecto)","concon","http://www.trabajando.cl/empleos/ofertas/2685177/Tecnicos_electricos_concon_proyecto.html","Importante Empresa","31-08-2015"
"Ayudante de Bodega","Nunoa","http://www.trabajando.cl/empleos/ofertas/1973739/Ayudante_de_Bodega.html","Proasin","31-08-2015"
"CAJEROS RECEPCIONISTAS","PROVIDENCIA","http://www.trabajando.cl/empleos/ofertas/2665750/CAJEROS_RECEPCIONISTAS.html","EMPLOY","19-08-2015"
"Supervisor de Logística Quilicura","Maipu","http://www.trabajando.cl/empleos/ofertas/2562255/Supervisor_de_Logistica_Quilicura.html","Importante empresa manufacturera","31-08-2015"
"Supervisor de Transporte permanente de noche","Maipu","http://www.trabajando.cl/empleos/ofertas/2550002/Supervisor_de_Transporte_permanente_de_noche.html","Importante empresa manufacturera","31-08-2015"
"Cajero (a) Recepcionista para Las Condes","Las Condes","http://www.trabajando.cl/empleos/ofertas/2502767/Cajero_a_Recepcionista_para_Las_Condes.html","Integramedica","26-08-2015"
"Supervisor  de Operaciones","Las Condes","http://www.trabajando.cl/empleos/ofertas/2693050/Supervisor_de_Operaciones.html","SDS","31-08-2015"
"Técnico Social Copiapó","Copiapó","http://www.trabajando.cl/empleos/ofertas/2630205/Tecnico_Social_Copiapo.html","Fondo Esperanza SPA","31-08-2015"
"Ejecutivo Atención al Cliente Presencial (Santiago)","En Sucursal","http://www.trabajando.cl/empleos/ofertas/2585549/Ejecutivo_Atencion_al_Cliente_Presencial_Santiago.html","Claro Chile S.A.","19-08-2015"
"Auxiliar Técnico de Enfermería Hospital Clinico","Santiago","http://www.trabajando.cl/empleos/ofertas/2638565/Auxiliar_Tecnico_de_Enfermeria_Hospital_Clinico.html","Red de Salud UC CHRISTUS","19-08-2015"
"Técnico en Informática","Copiapó","http://www.trabajando.cl/empleos/ofertas/2669388/Tecnico_en_Informatica.html","Empresa Minera","20-08-2015"
"Practica en RR.HH","Santiago Centro","http://www.trabajando.cl/empleos/ofertas/2647881/Practica_en_RR_HH.html","Segurycel","21-08-2015"
"Ingeniero Control de Gestión","Santiago","http://www.trabajando.cl/empleos/ofertas/2655417/Ingeniero_Control_de_Gestion.html","Importante Empresa Distribuidora de Combustible","21-08-2015"
"Operador de Laboratorios Quimicos","Nacimiento","http://www.trabajando.cl/empleos/ofertas/2669348/Operador_de_Laboratorios_Quimicos.html","CMPC","20-08-2015"
"ANALISTA CONTABLE SENIOR","Las Condes","http://www.trabajando.cl/empleos/ofertas/2691088/ANALISTA_CONTABLE_SENIOR.html","IMPORTANTE EMPRESA","28-08-2015"
"Soldador","Tierra Amarilla","http://www.trabajando.cl/empleos/ofertas/2690895/Soldador.html","Minería","28-08-2015"
"( Cód 199) Desarrollador Web","Ciudad Empresarial","http://www.trabajando.cl/empleos/ofertas/2657835/Cod_199_Desarrollador_Web.html","Servicios Infomáticos Innomar Limitada","28-08-2015"
"Supervisor de cine","La Condes, Cerrillos y Huechuraba","http://www.trabajando.cl/empleos/ofertas/2656485/Supervisor_de_cine.html","Entetencion Cinematografica","21-08-2015"
"JEFES DE TIENDA- Quilín, Maipú","Santiago","http://www.trabajando.cl/empleos/ofertas/2669768/JEFES_DE_TIENDA_Quilin_Maipu.html","Empresa Retail Textil Juvenil","28-08-2015"
"Analista de Cobranzas","Las Condes","http://www.trabajando.cl/empleos/ofertas/2191183/Analista_de_Cobranzas.html","SalfaCorp S.A.","28-08-2015"
"Ayudante Vulcanizador","Salamanca","http://www.trabajando.cl/empleos/ofertas/2683262/Ayudante_Vulcanizador.html","Tip Top Service","28-08-2015"
"Asistente en Microbiología (Industria de lácteos) (YR20)","Calera de Tango.","http://www.trabajando.cl/empleos/ofertas/2691771/Asistente_en_Microbiologia_Industria_de_lacteos_YR20.html","Yo Recluto","28-08-2015"
"Ejecutivo delivery motorista entrega de tarjetas bancarias","Santiago","http://www.trabajando.cl/empleos/ofertas/1408029/Ejecutivo_delivery_motorista_entrega_de_tarjetas_bancarias.html","ADMINISTRADORA DE TARJETAS BANCARIAS","28-08-2015"
"Ejecutivo de Venta Empresa","Oficina en ÑUÑOA.Trabajo en terreno por todo Stgo.","http://www.trabajando.cl/empleos/ofertas/2454177/Ejecutivo_de_Venta_Empresa.html","Empresa de Servicios de Seguridad","28-08-2015"
"Inspector de Obra - Santiago","Santiago","http://www.trabajando.cl/empleos/ofertas/2682527/Inspector_de_Obra_Santiago.html","Importante Empresa","28-08-2015"
"Ejecutiva o Ejecutivo Atención Clientes MELIPILLA","Santiago","http://www.trabajando.cl/empleos/ofertas/2691291/Ejecutiva_o_Ejecutivo_Atencion_Clientes_MELIPILLA.html","Importante Empresa de Sevicios","31-08-2015"
"Ejecutivo(A) de Reembolso Reemplazo Pre-Post Natal","las condes","http://www.trabajando.cl/empleos/ofertas/2486547/Ejecutivo_A_de_Reembolso_Reemplazo_Pre_Post_Natal.html","Xinergía","31-08-2015"
"JUNIOR VESSEL COORDINATOR (Receptor de Naves Junior) COQUIMBO","Coquimbo","http://www.trabajando.cl/empleos/ofertas/2691007/JUNIOR_VESSEL_COORDINATOR_Receptor_de_Naves_Junior_COQUIMBO.html","Empresas Taylor","28-08-2015"
"Asistente de Contrato","Ñuñoa","http://www.trabajando.cl/empleos/ofertas/2686395/Asistente_de_Contrato.html","Importante empresa de TI","28-08-2015"
"Analista de Testing Junior","Santiago de Chile","http://www.trabajando.cl/empleos/ofertas/2685931/Analista_de_Testing_Junior.html","Xinergía","28-08-2015"
"Ingeniero Control de Gestión","Quilicura","http://www.trabajando.cl/empleos/ofertas/2691472/Ingeniero_Control_de_Gestion.html","Cummins Chile","28-08-2015"
"INGENIERO CONTROL DE GESTIÓN","Vitacura","http://www.trabajando.cl/empleos/ofertas/2652845/INGENIERO_CONTROL_DE_GESTION.html","Deportes Sparta","28-08-2015"
"INGENIERO CONTROL DE GESTIÓN","Renca","http://www.trabajando.cl/empleos/ofertas/2684720/INGENIERO_CONTROL_DE_GESTION.html","Coca - Cola Andina","31-08-2015"
"Ingeniero Desarrollo JAVA","Providencia","http://www.trabajando.cl/empleos/ofertas/2583411/Ingeniero_Desarrollo_JAVA.html","TECNOVA","31-08-2015"
"ADMINISTRATIVA/O (JUNIOR)","Santiago","http://www.trabajando.cl/empleos/ofertas/2688608/ADMINISTRATIVA_O_JUNIOR.html","Ripley","31-08-2015"
"Ingeniero Desarrollo JAVA","Providencia","http://www.trabajando.cl/empleos/ofertas/2580837/Ingeniero_Desarrollo_JAVA.html","TECNOVA","31-08-2015"
"Administrativo de Cobranza","Maipu","http://www.trabajando.cl/empleos/ofertas/2482419/Administrativo_de_Cobranza.html","Empresa Manufacturera","31-08-2015"
"Ingeniero Desarrollo JAVA","Providencia","http://www.trabajando.cl/empleos/ofertas/2579531/Ingeniero_Desarrollo_JAVA.html","TECNOVA","31-08-2015"
"Estudiantes de administración de empresa.","Las Condes","http://www.trabajando.cl/empleos/ofertas/2597772/Estudiantes_de_administracion_de_empresa.html","Importante empresa del rubro retail","28-08-2015"
"Asistente de Comedor Papa JohnS Pizza Chicureo","Av. Paseo Colina Sur 14500","http://www.trabajando.cl/empleos/ofertas/2292203/Asistente_de_Comedor_Papa_JohnS_Pizza_Chicureo.html","Papa Johns Pizza","28-08-2015"
"Técnico Jurídico, para Cargo de Gestor Judicial Bancario.","Santiago","http://www.trabajando.cl/empleos/ofertas/2313836/Tecnico_Juridico_para_Cargo_de_Gestor_Judicial_Bancario.html","Xinergia","31-08-2015"
"Asistente de Servicios (Cajero) - Andacollo","Andacollo","http://www.trabajando.cl/empleos/ofertas/2631280/Asistente_de_Servicios_Cajero_Andacollo.html","Banco de Chile","15-07-2015"
"Anfitrión de Comedor Vitacura","Vitacura","http://www.trabajando.cl/empleos/ofertas/1794793/Anfitrion_de_Comedor_Vitacura.html","Papa Johns Pizza","31-08-2015"
"Inspector Técnico de Terreno (Obra Civil)","Santiago","http://www.trabajando.cl/empleos/ofertas/2682198/Inspector_Tecnico_de_Terreno_Obra_Civil.html","Empresa de Ingeniería","26-08-2015"
"Inspector de Obras (B), IT Obras Gerencia Negocios, Metro S.A.","Santiago","http://www.trabajando.cl/empleos/ofertas/2692774/Inspector_de_Obras_B_IT_Obras_Gerencia_Negocios_Metro_S_A.html","SIGA Ingenieria y Consultores S.A","31-08-2015"
"Inspector Técnico de Obra - Noche; Santiago y Regiones","Santiago","http://www.trabajando.cl/empleos/ofertas/2641623/Inspector_Tecnico_de_Obra_Noche_Santiago_y_Regiones.html","Intexa Ingenieria","27-07-2015"
"Mecánico Soldador","Pelambre","http://www.trabajando.cl/empleos/ofertas/2682182/Mecanico_Soldador.html","Tip Top Service","27-08-2015"
"Eléctrico","Pelambre","http://www.trabajando.cl/empleos/ofertas/2683232/Electrico.html","Tip Top Service","27-08-2015"
"Cost Control Assistant","Las Condes","http://www.trabajando.cl/empleos/ofertas/2555928/Cost_Control_Assistant.html","Empresa Líder En Rubro Naviero","06-07-2015"
"Analista Junior de Control de Gestión","Providencia","http://www.trabajando.cl/empleos/ofertas/2669196/Analista_Junior_de_Control_de_Gestion.html","Hays Especialistas en Reclutamiento Ltda.","31-08-2015"
"Supervisor(a) de equipos de trabajo Disfraces Corporeos y Animadores","Recorriendo todo el país","http://www.trabajando.cl/empleos/ofertas/2687774/Supervisor_a_de_equipos_de_trabajo_Disfraces_Corporeos_y_Animadores.html","Importante Empresa Multinacional","31-08-2015"
"Supervisor Operaciones Retail_Región Metropolitana","Región Metropolitana","http://www.trabajando.cl/empleos/ofertas/2645491/Supervisor_Operaciones_Retail_Region_Metropolitana.html","Empresa Multinacional","31-08-2015"
"Mecánico de equipos de perforación","Tierra Amarilla","http://www.trabajando.cl/empleos/ofertas/2652531/Mecanico_de_equipos_de_perforacion.html","Empresa Minera","05-08-2015"
"Supervisor Operaciones Retail_Región Metropolitana","Región Metropolitana","http://www.trabajando.cl/empleos/ofertas/1587748/Supervisor_Operaciones_Retail_Region_Metropolitana.html","Empresa Multinacional","31-08-2015"
"Gerente/a de Asuntos Corporativos y Sustentabilidad","Las Condes","http://www.trabajando.cl/empleos/ofertas/2689281/Gerente_a_de_Asuntos_Corporativos_y_Sustentabilidad.html","Natura Cosméticos S.A","28-08-2015"
"Call Center - Vendedores de Seguros MOVISTAR - Renta $330.000 Aprox.","Macul","http://www.trabajando.cl/empleos/ofertas/2662506/Call_Center_Vendedores_de_Seguros_MOVISTAR_Renta_330_000_Aprox.html","Importante Call Center","29-08-2015"
"Mantenedor Equipos Mina","Tierra Amarilla","http://www.trabajando.cl/empleos/ofertas/2658918/Mantenedor_Equipos_Mina.html","Compañía Contractual Minera Candelaria","13-08-2015"
"PROGRAMA SUBADMINISTRADORES PARA LÍDER Y EXPRESS DE LIDER","En cualquier región del país","http://www.trabajando.cl/empleos/ofertas/2576670/PROGRAMA_SUBADMINISTRADORES_PARA_LIDER_Y_EXPRESS_DE_LIDER.html","Walmart Chile","29-08-2015"
"ASESOR COMERCIAL","Santiago Centro","http://www.trabajando.cl/empleos/ofertas/2690102/ASESOR_COMERCIAL.html","Metlife Chile","30-08-2015"
"KAM Cuentas 3PL","Renca","http://www.trabajando.cl/empleos/ofertas/2655392/KAM_Cuentas_3PL.html","Logística Industrial S.A.","30-08-2015"
"KAM","Vitacura","http://www.trabajando.cl/empleos/ofertas/2686993/KAM.html","EMPRESA IMPORTANTE","31-08-2015"
"Vendedor Telefonía PYME en Terreno","Región Metropolitana","http://www.trabajando.cl/empleos/ofertas/2627687/Vendedor_Telefonia_PYME_en_Terreno.html","Importante Empresa de Telefonia","29-08-2015"
"QUÍMICO FARMACÉUTICO CUARTO TURNO","La Florida","http://www.trabajando.cl/empleos/ofertas/2636362/QUIMICO_FARMACEUTICO_CUARTO_TURNO.html","Clínica Privada","24-08-2015"
"Guardia de Seguridad","Las Condes","http://www.trabajando.cl/empleos/ofertas/2586192/Guardia_de_Seguridad.html","Promotora Chilena de Cafe","22-08-2015"
"Vendedor Región Metropolitana","Tiendas y Puntos de Venta HEAD en R. Metropolitana","http://www.trabajando.cl/empleos/ofertas/2622488/Vendedor_Region_Metropolitana.html","Head Chile","21-08-2015"
"Jefe Ingeniería TI","Providencia","http://www.trabajando.cl/empleos/ofertas/2679446/Jefe_Ingenieria_TI.html","AFP Habitat S.A.","24-08-2015"
"Ejecutivo de Ventas Banca Convenio, Santiago","Santiago Centro","http://www.trabajando.cl/empleos/ofertas/2508020/Ejecutivo_de_Ventas_Banca_Convenio_Santiago.html","BBVA COMERCIALIZADORA","25-08-2015"
"Administrativo para  Crédito Retail /Lunes a Sábado","Santiago Centro","http://www.trabajando.cl/empleos/ofertas/2666735/Administrativo_para_Credito_Retail_Lunes_a_Sabado.html","data conversion service s.a","24-08-2015"
"Práctica Contador o Administración de Empresas","El Golf","http://www.trabajando.cl/empleos/ofertas/2656906/Practica_Contador_o_Administracion_de_Empresas.html","Metrogas","25-08-2015"
"EJECUTIVO COMERCIAL DE PROYECTOS DE SISTEMAS DE SEGURIDAD","Las Condes","http://www.trabajando.cl/empleos/ofertas/2655556/EJECUTIVO_COMERCIAL_DE_PROYECTOS_DE_SISTEMAS_DE_SEGURIDAD.html","Security SAT","25-08-2015"
"Maestro Eléctrico para camiones","San Bernardo","http://www.trabajando.cl/empleos/ofertas/2618735/Maestro_Electrico_para_camiones.html","Importante empresa de gestión de residuos","25-08-2015"
"Responsable de Logística y Equipos ANTOFAGASTA","ANTOFAGASTA","http://www.trabajando.cl/empleos/ofertas/2659231/Responsable_de_Logistica_y_Equipos_ANTOFAGASTA.html","Importante Empresa","25-08-2015"
"Contador Senior (Lampa)","Comuna de Lampa, sector Valle Grande","http://www.trabajando.cl/empleos/ofertas/2671296/Contador_Senior_Lampa.html","Empresa de Outsourcing Contable","25-08-2015"
"Telefonista","Las Condes","http://www.trabajando.cl/empleos/ofertas/2581358/Telefonista.html","Travel Club S.A.","25-08-2015"
"Electromecánico de Planta","San Bernardo","http://www.trabajando.cl/empleos/ofertas/2658507/Electromecanico_de_Planta.html","Watts","25-08-2015"
"Vendedor/a Intangible en Terreno Santiago","Santiago","http://www.trabajando.cl/empleos/ofertas/2371954/Vendedor_a_Intangible_en_Terreno_Santiago.html","Prestigiosa Empresa de Seguros","28-08-2015"
"Jefe de Tienda Santiago","Santiago","http://www.trabajando.cl/empleos/ofertas/2654000/Jefe_de_Tienda_Santiago.html","Retail","31-08-2015"
"Gerente de Desarrollo de Negocios","Santiago","http://www.trabajando.cl/empleos/ofertas/2569487/Gerente_de_Desarrollo_de_Negocios.html","targetddi","28-08-2015"
"Gerente E Commerce","Las Condes","http://www.trabajando.cl/empleos/ofertas/2692533/Gerente_E_Commerce.html","Importante empresa Consumo masivo","31-08-2015"
"Asesores de Venta Full-Time, con experiencia en vestuario de Lujo reta $600.000 aprox.","Alto Las Condes","http://www.trabajando.cl/empleos/ofertas/2670158/Asesores_de_Venta_Full_Time_con_experiencia_en_vestuario_de_Lujo_reta_600_000_aprox.html","Importante Retail","31-08-2015"
"Monitor Hospedería San Bernardo (Reemplazo)","San Bernardo","http://www.trabajando.cl/empleos/ofertas/2685081/Monitor_Hospederia_San_Bernardo_Reemplazo.html","Organismo Social","31-08-2015"
"Asesora de Negocios","Las Condes","http://www.trabajando.cl/empleos/ofertas/2690680/Asesora_de_Negocios.html","Importante Compañía Multinacional","31-08-2015"
"Jefe de Soporte QUILICURA","Quilicura, Región Metropolitana.","http://www.trabajando.cl/empleos/ofertas/2689578/Jefe_de_Soporte_QUILICURA.html","Ingeniería Informática Kibernum S.A.","27-08-2015"
"Trainee Ejecutivo de Negocios Pyme , código: 315","","http://www.trabajando.cl/empleos/ofertas/2692876/Trainee_Ejecutivo_de_Negocios_Pyme_codigo_315.html","Banco Crédito e Inversiones","31-08-2015"
"Práctica Ingeniería Comercial (Orientación Finanzas)","Quilicura o conversable","http://www.trabajando.cl/empleos/ofertas/2663889/Practica_Ingenieria_Comercial_Orientacion_Finanzas.html","CCU","17-08-2015"
"Ejecutivo VOX Servicios (Call Center) 30 hrs semanales","Santiago","http://www.trabajando.cl/empleos/ofertas/2683949/Ejecutivo_VOX_Servicios_Call_Center_30_hrs_semanales.html","Banco Santander","31-08-2015"
"Técnico Electronico","Alvarez de Toledo #706, San Miguel","http://www.trabajando.cl/empleos/ofertas/2530450/Tecnico_Electronico.html","Guante & Gacel","31-08-2015"
"Jefe de Proyecto C# .Net","Santiago.","http://www.trabajando.cl/empleos/ofertas/2670721/Jefe_de_Proyecto_C_Net.html","Ingeniería Informática Kibernum S.A.","24-08-2015"
"EJECUTIVO PRESUPUESTO Y GESTION, código: 12203","","http://www.trabajando.cl/empleos/ofertas/2690080/EJECUTIVO_PRESUPUESTO_Y_GESTION_codigo_12203.html","Banco Crédito e Inversiones","31-08-2015"
"(01)Operador de Envasado y Despacho","Faena Minera","http://www.trabajando.cl/empleos/ofertas/2591530/01_Operador_de_Envasado_y_Despacho.html","Empresa Minera","31-08-2015"
"Asistente de Bodega TOCOPILLA","TOCOPILLA","http://www.trabajando.cl/empleos/ofertas/2666203/Asistente_de_Bodega_TOCOPILLA.html","Importante empresa","28-08-2015"
"Mantenedor de Equipos","Santiago","http://www.trabajando.cl/empleos/ofertas/2686244/Mantenedor_de_Equipos.html","Importante Empresa de Sevicios","31-08-2015"
"Soporte Técnico Idealmente Conocimiento Equipo Pos","santiago centro","http://www.trabajando.cl/empleos/ofertas/2513346/Soporte_Tecnico_Idealmente_Conocimiento_Equipo_Pos.html","Xinergia","31-08-2015"
"Tecnicos de Procesos","Paine","http://www.trabajando.cl/empleos/ofertas/2687869/Tecnicos_de_Procesos.html","Importante Empresa","31-08-2015"
"Maestro Electrónico para camiones","San Bernardo","http://www.trabajando.cl/empleos/ofertas/2689359/Maestro_Electronico_para_camiones.html","Importante empresa de gestión de residuos","31-08-2015"
"Experto en prevención de riesgo","Antofagasta","http://www.trabajando.cl/empleos/ofertas/2691278/Experto_en_prevencion_de_riesgo.html","Transnacional","31-08-2015"
"Técnico Electrico","Maipu","http://www.trabajando.cl/empleos/ofertas/2615863/Tecnico_Electrico.html","Importante empresa manufacturera","31-08-2015"
